No.;Ticker;Company;Sector;Industry;Country;Market Cap;Dividend Yield;Performance (Week);Performance (Month);Performance (Year);Beta;Average True Range;52-Week High;52-Week Low;Price;Change;Volume;Date
5557;SLTM;Solta Medical, Inc.;Healthcare;Medical Appliances & Equipment;USA;133,85;0;-3,51%;7,84%;-27,87%;2,55;0,14;-42,86%;91,30%;2,2;-3,51%;108411;22.11.2011
5558;SLV;iShares Silver Trust;Financial;Exchange Traded Fund;USA;9889,34;0;-7,71%;0,92%;1,92%;0,61;1,15;-36,38%;19,32%;30,76;-2,04%;22489660;22.11.2011
5559;SLW;Silver Wheaton Corp.;Basic Materials;Silver;Canada;11124,64;1,14%;-11,38%;5,60%;-19,18%;1,52;1,59;-33,77%;21,79%;31,47;-2,63%;6092144;22.11.2011
5560;SLX;Market Vectors Steel ETF;Financial;Exchange Traded Fund;USA;0;2,12%;-9,34%;0,33%;-33,38%;0;2,09;-37,55%;22,34%;48,35;-3,78%;94594;22.11.2011
5561;SLXP;Salix Pharmaceuticals Ltd.;Healthcare;Drugs - Generic;USA;2105,62;0;5,20%;6,71%;-24,17%;0,79;1,66;-27,40%;38,88%;35,61;0,65%;933192;22.11.2011
5562;SLY;SPDR S&P 600 Small Cap ETF;Financial;Exchange Traded Fund;USA;65,21;1,17%;-3,22%;-0,30%;-5,26%;1,24;1,37;-15,31%;17,17%;62,1;-2,26%;2412;22.11.2011
5563;SLYG;SPDR S&P 600 Small Cap Growth ETF;Financial;Exchange Traded Fund;USA;138,49;0,64%;-3,74%;0,00%;-1,80%;1,24;2,25;-15,26%;17,36%;106,53;-2,28%;8111;22.11.2011
5564;SLYV;SPDR S&P 600 Small Cap Value ETF;Financial;Exchange Traded Fund;USA;106,47;1,61%;-3,45%;-0,98%;-8,49%;1,21;1,6;-15,27%;18,55%;62,63;-2,46%;10254;22.11.2011
5565;SM;SM Energy Company;Basic Materials;Independent Oil & Gas;USA;4820,48;0,13%;-8,68%;-4,53%;27,90%;1,54;3,9;-14,89%;55,97%;75,32;-3,76%;703672;22.11.2011
5566;SMA;Symmetry Medical, Inc.;Healthcare;Medical Appliances & Equipment;USA;271,31;0;-5,20%;-13,24%;-19,24%;1,07;0,31;-27,41%;5,51%;7,47;-0,80%;100525;22.11.2011
5567;SMB;Market Vectors Short Municipal Index ETF;Financial;Exchange Traded Fund;USA;0;1,97%;-0,17%;0,17%;3,98%;0;0,08;-3,04%;6,97%;17,51;-0,40%;51801;22.11.2011
5568;SMBC;Southern Missouri Bancorp, Inc.;Financial;Savings & Loans;USA;44,98;2,23%;-5,41%;-8,85%;27,49%;0,45;0,79;-21,91%;46,61%;21,52;3,21%;1262;22.11.2011
5569;SMBL;Smart Balance, Inc;Consumer Goods;Processed & Packaged Goods;USA;292,93;0;-8,81%;-24,47%;14,78%;0,71;0,28;-30,49%;40,40%;4,97;-3,87%;374543;22.11.2011
5570;SMCG;Millennium India Acquisition Company Inc.;Financial;Diversified Investments;USA;6,59;0;14,51%;-3,42%;-68,56%;0,78;0,05;-71,77%;21,45%;0,8;1,47%;3500;22.11.2011
5571;SMCI;Super Micro Computer, Inc.;Technology;Networking & Communication Devices;USA;593,44;0;-4,06%;0,21%;27,04%;1,53;0,66;-24,04%;45,29%;14,66;-1,21%;127555;22.11.2011
5572;SMDD;ProShares UltraPro Short MidCap400;Financial;Exchange Traded Fund;USA;0;0;13,92%;-0,28%;-22,89%;0;1,51;-43,63%;25,38%;21,19;6,32%;242708;22.11.2011
5573;SMED;Sharps Compliance Corp.;Industrial Goods;Waste Management;USA;66,01;0;6,83%;-2,88%;-1,13%;0,8;0,23;-24,35%;64,66%;4,38;5,04%;66733;22.11.2011
5574;SMFG;Sumitomo Mitsui Financial Group Inc.;Financial;Foreign Regional Banks;Japan;37401,77;0;-2,58%;-6,04%;-25,60%;0;0,14;-31,92%;3,32%;5,29;0,57%;1871457;22.11.2011
5575;SMG;The Scotts Miracle-Gro Company;Basic Materials;Agricultural Chemicals;USA;2763,82;2,82%;-0,63%;-11,72%;-14,90%;0,73;1,27;-29,06%;7,07%;42,54;0,57%;756420;22.11.2011
5576;SMH;Semiconductor HOLDRS;Financial;Exchange Traded Fund;USA;1191,89;7,29%;-6,09%;-2,49%;-1,78%;1,13;0,91;-13,99%;15,96%;29,76;-2,36%;6208000;22.11.2011
5577;SMI;Semiconductor Manufacturing International Corp.;Technology;Semiconductor - Integrated Circuits;China;1286,13;0;-8,95%;-11,36%;-36,07%;1,74;0,13;-59,52%;10,38%;2,34;-4,49%;288400;22.11.2011
5578;SMIT;Schmitt Industries Inc.;Technology;Scientific & Technical Instruments;USA;10,38;0;2,29%;-1,92%;22,60%;0,64;0,21;-14,76%;28,78%;3,58;0,00%;149;22.11.2011
5579;SMK;ProShares UltraShort MSCI Mexico;Financial;Exchange Traded Fund;USA;0;0;13,53%;-4,84%;5,34%;0;1,96;-24,85%;20,41%;55,87;6,46%;1900;22.11.2011
5580;SMMF;Summit Financial Group Inc.;Financial;Regional - Mid-Atlantic Banks;USA;18,05;4,94%;-2,80%;-11,64%;-40,00%;0,8;0,17;-51,40%;15,71%;2,43;0,83%;2911;22.11.2011
5581;SMMU;PIMCO Short Term Muni Bond Strgy ETF;Financial;Exchange Traded Fund;USA;680,98;1,17%;0,04%;0,08%;2,12%;0,98;0,1;-0,92%;4,81%;50,48;0,04%;400;22.11.2011
5582;SMN;ProShares UltraShort Basic Materials;Financial;Exchange Traded Fund;USA;0;0;15,05%;-2,09%;7,22%;0;1,26;-35,84%;35,09%;20,63;3,82%;1168214;22.11.2011
5583;SMP;Standard Motor Products Inc.;Consumer Goods;Auto Parts;USA;418,66;1,51%;-4,10%;20,84%;37,85%;2,21;0,82;-6,42%;81,19%;18,5;0,16%;191370;22.11.2011
5584;SMRT;Stein Mart Inc.;Services;Apparel Stores;USA;278,65;0;-2,47%;-3,07%;-31,78%;2,49;0,29;-42,37%;11,68%;6,31;-1,71%;129101;22.11.2011
5585;SMS;Sims Metal Management Limited;Services;Wholesale, Other;USA;2545,8;3,96%;-8,38%;-12,44%;-41,58%;1,82;0,53;-43,07%;15,35%;12,25;-3,09%;113849;22.11.2011
5586;SMSC;Standard Microsystems Corp.;Technology;Semiconductor - Integrated Circuits;USA;553,37;0;0,87%;9,77%;-15,85%;1,35;0,98;-20,20%;34,93%;24,26;-1,10%;107632;22.11.2011
5587;SMSI;Smith Micro Software Inc.;Technology;Application Software;USA;36,83;0;-9,65%;-21,97%;-93,46%;1,79;0,09;-93,95%;-6,36%;1,03;-7,21%;583206;22.11.2011
5588;SMTC;Semtech Corp.;Technology;Semiconductor - Integrated Circuits;USA;1462,14;0;-5,93%;-5,40%;-2,56%;1,12;1,06;-25,14%;15,14%;22,06;-2,48%;512639;22.11.2011
5589;SMTX;SMTC Corp.;Technology;Printed Circuit Boards;Canada;38,14;0;2,09%;76,81%;-23,75%;1,77;0,15;-38,54%;108,55%;2,44;1,67%;43553;22.11.2011
5590;SNA;Snap-on Inc.;Industrial Goods;Small Tools & Accessories;USA;2940,42;2,69%;-9,02%;-1,52%;-8,57%;1,52;1,64;-20,48%;21,83%;50,54;-3,09%;541743;22.11.2011
5591;SNAK;Inventure Foods, Inc.;Consumer Goods;Processed & Packaged Goods;USA;73,23;0;-0,25%;1,77%;-6,71%;0,96;0,18;-17,76%;25,55%;4,03;-2,42%;12203;22.11.2011
5592;SNBC;Sun Bancorp Inc.;Financial;Regional - Northeast Banks;USA;203,63;0;-9,16%;-16,20%;-48,71%;1,41;0,15;-52,78%;5,78%;2,38;-5,56%;175926;22.11.2011
5593;SNCR;Synchronoss Technologies, Inc.;Technology;Application Software;USA;1118,94;0;-4,99%;4,49%;9,81%;1,54;1,55;-18,30%;30,12%;29,33;-2,17%;218183;22.11.2011
5594;SNDA;Shanda Interactive Entertainment Ltd.;Technology;Multimedia & Graphics Software;China;2226,32;0;-0,28%;0,54%;-0,63%;1;0,83;-27,32%;38,50%;39,39;-0,03%;252612;22.11.2011
5595;SNDK;SanDisk Corp.;Technology;Semiconductor- Memory Chips;USA;11402,24;0;-7,11%;-4,64%;-4,83%;1,75;1,99;-11,49%;47,18%;47,45;-2,61%;6177844;22.11.2011
5596;SNE;Sony Corporation;Consumer Goods;Electronic Equipment;Japan;16355,54;1,87%;-7,02%;-21,39%;-54,41%;1,46;0,58;-55,96%;-2,22%;16,28;-3,73%;957057;22.11.2011
5597;SNFCA;Security National Financial Corp.;Financial;Credit Services;USA;25;0;21,43%;7,94%;-32,00%;0,65;0,08;-37,90%;23,64%;1,36;0,00%;0;22.11.2011
5598;SNH;Senior Housing Properties Trust;Financial;REIT - Residential;USA;3420,53;7,23%;-2,05%;-5,44%;2,39%;1,06;0,57;-13,13%;12,10%;21,03;-2,86%;1438222;22.11.2011
5599;SNHY;Sun Hydraulics Corp.;Industrial Goods;Industrial Equipment & Components;USA;591,75;1,56%;-9,53%;-14,81%;-7,65%;2,11;1,42;-35,90%;23,11%;23,07;-4,43%;51167;22.11.2011
5600;SNI;Scripps Networks Interactive, Inc.;Services;Broadcasting - TV;USA;6210,58;1,03%;-3,33%;-9,19%;-24,28%;1,19;1,36;-26,97%;15,47%;38,95;-2,18%;1453312;22.11.2011
5601;SNMX;Senomyx Inc.;Services;Food Wholesale;USA;146,64;0;-9,78%;-17,45%;-48,25%;1,64;0,36;-53,41%;19,03%;3,69;-7,29%;245925;22.11.2011
5602;SNN;Smith & Nephew plc;Healthcare;Medical Appliances & Equipment;United Kingdom;8021,83;1,83%;-0,88%;-2,65%;-13,17%;0,55;1,1;-24,39%;7,52%;44,9;-1,14%;91299;22.11.2011
5603;SNP;China Petroleum & Chemical Corp.;Basic Materials;Independent Oil & Gas;China;88506,42;3,47%;-3,99%;9,89%;10,66%;1,11;2,86;-5,38%;25,76%;102,08;0,27%;188314;22.11.2011
5604;SNPS;Synopsys Inc.;Technology;Semiconductor Equipment & Materials;USA;3846,14;0;-2,23%;-0,07%;-0,78%;0,63;0,58;-9,03%;24,94%;26,7;-1,91%;735838;22.11.2011
5605;SNSS;Sunesis Pharmaceuticals Inc.;Healthcare;Biotechnology;USA;55,12;0;-7,81%;-13,87%;126,92%;2,02;0,09;-62,66%;280,65%;1,18;-5,60%;92061;22.11.2011
5606;SNSTA;Sonesta International Hotels Corp.;Services;Lodging;USA;117,7;0,63%;3,45%;71,39%;51,48%;0,88;0,64;1,50%;98,56%;31,81;1,50%;500;22.11.2011
5607;SNT;Senesco Technologies Inc.;Healthcare;Biotechnology;USA;16,16;0;0,00%;17,65%;-28,57%;1,16;0,02;-44,44%;25,00%;0,2;-9,09%;102900;22.11.2011
5608;SNTA;Synta Pharmaceuticals Corp.;Healthcare;Diagnostic Substances;USA;197,01;0;21,34%;17,75%;-34,97%;2,45;0,29;-42,57%;31,79%;3,98;3,92%;263763;22.11.2011
5609;SNTS;Santarus, Inc.;Healthcare;Drug Manufacturers - Other;USA;163,74;0;-3,58%;-12,94%;-17,74%;1,07;0,13;-27,30%;12,08%;2,69;-3,58%;386343;22.11.2011
5610;SNV;Synovus Financial Corp.;Financial;Regional - Mid-Atlantic Banks;USA;1217,18;2,58%;5,44%;18,32%;-40,38%;1,23;0,09;-47,24%;64,89%;1,55;-6,63%;5579550;22.11.2011
5611;SNX;SYNNEX Corp.;Services;Business Services;USA;1063,26;0;-0,92%;4,29%;-7,24%;1,12;0,88;-21,19%;28,28%;28,94;-0,89%;307053;22.11.2011
5612;SNY;Sanofi;Healthcare;Drug Manufacturers - Major;France;88481,82;5,52%;-2,25%;-7,41%;7,32%;0,89;0,92;-18,70%;15,10%;32,99;-1,20%;3569662;22.11.2011
5613;SO;Southern Company;Utilities;Electric Utilities;USA;37071,61;4,39%;-1,24%;-1,04%;17,93%;0,29;0,5;-2,18%;22,01%;43,01;-0,44%;4201952;22.11.2011
5614;SOA;Solutia Inc.;Basic Materials;Specialty Chemicals;USA;1838,83;0;-8,67%;0,40%;-34,75%;2,2;0,79;-44,39%;33,63%;15,06;-3,21%;2619543;22.11.2011
5615;SOCB;Southcoast Financial Corp.;Financial;Regional - Southeast Banks;USA;8,23;0;-1,90%;-3,73%;-44,44%;1;0,15;-54,81%;9,93%;1,55;0,00%;4000;22.11.2011
5616;SOCL;Global X Social Media Index ETF;Financial;Exchange Traded Fund;USA;0;0;0;0;0,00%;0;0,57;0;0;13,65;0;8285;22.11.2011
5617;SODA;SodaStream International Ltd.;Consumer Goods;Packaging & Containers;Israel;609,19;0;-5,92%;-9,44%;-3,45%;0;2,59;-61,75%;12,93%;30,49;-6,04%;1296865;22.11.2011
5618;SOFO;Sonic Foundry Inc.;Technology;Application Software;USA;30,94;0;-13,34%;-14,53%;-42,37%;0,67;0,53;-49,81%;3,44%;8,12;-9,98%;10158;22.11.2011
5619;SOHU;Sohu.com Inc.;Technology;Internet Information Providers;China;1972,03;0;-10,54%;-5,04%;-18,41%;1,45;3,53;-52,64%;11,76%;51,8;-1,41%;1889699;22.11.2011
5620;SOIL;Global X Fertilizers/Potash ETF;Financial;Exchange Traded Fund;USA;0;0;-8,24%;-7,01%;-18,20%;0;0,39;-23,21%;13,78%;12,52;-2,75%;67287;22.11.2011
5621;SOL;ReneSola Ltd.;Technology;Semiconductor - Integrated Circuits;China;145,91;0;-15,58%;-21,86%;-80,78%;3,16;0,2;-86,85%;15,07%;1,68;0,00%;1129201;22.11.2011
5622;SOMH;Somerset Hills Bancorp;Financial;Regional - Northeast Banks;USA;41,43;3,62%;2,38%;1,31%;-11,66%;0,59;0,14;-22,26%;9,96%;7,73;0,13%;1301;22.11.2011
5623;SOMX;Somaxon Pharmaceuticals, Inc.;Healthcare;Drug Manufacturers - Other;USA;41,13;0;2,05%;-8,81%;-72,79%;2,76;0,06;-76,06%;11,32%;0,86;-0,33%;154349;22.11.2011
5624;SON;Sonoco Products Co.;Consumer Goods;Paper & Paper Products;USA;3080,38;3,77%;-2,10%;3,15%;-5,26%;0,99;0,91;-14,32%;19,12%;30,81;0,10%;612031;22.11.2011
5625;SONA;Southern National Bancorp of Virginia Inc.;Financial;Regional - Mid-Atlantic Banks;USA;72,44;0;0,00%;6,29%;-17,76%;0,87;0,11;-21,78%;6,29%;6,25;0,00%;11000;22.11.2011
5626;SONC;Sonic Corp.;Services;Restaurants;USA;432,76;0;-2,92%;2,50%;-31,03%;1,44;0,27;-41,15%;9,92%;6,98;-3,46%;509736;22.11.2011
5627;SONE;S1 Corporation;Technology;Business Software & Services;USA;533,14;0;-1,23%;1,15%;40,00%;0,52;0,16;-8,00%;63,73%;9,66;-0,51%;224538;22.11.2011
5628;SONO;SonoSite Inc.;Healthcare;Medical Instruments & Supplies;USA;565,96;0;0,94%;18,37%;28,48%;0,87;1,6;-4,92%;57,73%;40,6;-1,88%;207281;22.11.2011
5629;SONS;Sonus Networks, Inc.;Technology;Communication Equipment;USA;701,04;0;-3,46%;12,05%;-5,99%;1,78;0,13;-39,66%;27,41%;2,51;-3,09%;809672;22.11.2011
5630;SOQ;Sonde Resources Corp.;Basic Materials;Oil & Gas Drilling & Exploration;Canada;157;0;-5,62%;-3,45%;-30,19%;1,78;0,15;-44,49%;26,00%;2,52;-0,40%;13300;22.11.2011
5631;SOR;Source Capital, Inc.;Financial;Closed-End Fund - Equity;USA;389,27;6,67%;-3,87%;-0,82%;-11,60%;1,27;1,12;-25,49%;15,26%;44,95;-1,43%;10949;22.11.2011
5632;SORL;SORL Auto Parts, Inc.;Consumer Goods;Auto Manufacturers - Major;China;57,9;0;-5,66%;-0,67%;-64,83%;1,68;0,22;-68,42%;11,11%;3;0,67%;252926;22.11.2011
5633;SOXL;Direxion Daily Semicondct Bull 3X Shares;Financial;Exchange Traded Fund;USA;0;0;-17,01%;-8,79%;-46,03%;0;2,81;-64,20%;37,93%;26,98;-5,73%;655008;22.11.2011
5634;SOXS;Direxion Daily Semicondct Bear 3X Shares;Financial;Exchange Traded Fund;USA;0;0;17,42%;-2,03%;-20,91%;0;4,98;-46,48%;26,53%;61,81;5,64%;197917;22.11.2011
5635;SOXX;iShares PHLX SOX Semiconductor Sector;Financial;Exchange Traded Fund;USA;274,56;1,02%;-5,70%;-1,71%;-10,64%;1,25;1,51;-22,46%;13,62%;49,47;-1,86%;179524;22.11.2011
5636;SOYB;Teucrium Soybean;Financial;Exchange Traded Fund;USA;0;0;-1,95%;-5,08%;-13,03%;0;0,34;-15,70%;-1,95%;21,17;-2,00%;1400;22.11.2011
5637;SPA;Sparton Corp.;Technology;Diversified Electronics;USA;81,24;0;5,35%;-3,67%;-4,48%;1,32;0,43;-27,57%;47,57%;7,88;0,00%;11560;22.11.2011
5638;SPAN;Span-America Medical Systems Inc.;Healthcare;Medical Appliances & Equipment;USA;39,06;3,14%;-3,38%;-0,21%;-2,51%;0,84;0,31;-9,92%;8,61%;14;-1,75%;910;22.11.2011
5639;SPAR;Spartan Motors Inc.;Consumer Goods;Trucks & Other Vehicles;USA;159,17;2,11%;-0,63%;3,49%;-20,74%;1,87;0,26;-36,20%;31,29%;4,74;-5,01%;88343;22.11.2011
5640;SPB;Spectrum Brands Holdings, Inc.;Consumer Goods;Appliances;USA;1268,83;0;-4,42%;1,18%;-20,31%;0;0,99;-32,15%;23,52%;24,84;1,02%;159845;22.11.2011
5641;SPBC;SP Bancorp, Inc.;Financial;Credit Services;USA;17,49;0;-3,25%;-1,17%;7,78%;0;0,14;-19,12%;16,07%;10,11;0,00%;100;22.11.2011
5642;SPCHB;Sport Chalet Inc.;Services;Sporting Goods Stores;USA;33,32;0;2,09%;-0,51%;-37,22%;2,75;0,08;-42,73%;25,56%;2,35;2,09%;625;22.11.2011
5643;SPDE;Speedus Corp.;Services;CATV Systems;USA;0,36;0;12,50%;80,00%;-75,00%;1,35;0,01;-89,41%;80,00%;0,09;0,00%;0;22.11.2011
5644;SPE;Special Opportunities Fund, Inc.;Financial;Closed-End Fund - Equity;USA;97,46;0;-2,86%;-2,93%;-1,08%;0,36;0,24;-8,53%;5,04%;14,59;-1,29%;14855;22.11.2011
5645;SPEX;Spherix Inc.;Healthcare;Medical Laboratories & Research;USA;39,09;0;-8,50%;-20,43%;-74,23%;0,26;0,17;-83,21%;48,78%;1,83;-1,08%;17468;22.11.2011
5646;SPF;Standard Pacific Corp.;Industrial Goods;Residential Construction;USA;585,49;0;-2,32%;-7,52%;-35,87%;2,24;0,22;-40,76%;41,83%;2,95;-1,01%;1591800;22.11.2011
5647;SPG;Simon Property Group Inc.;Financial;REIT - Retail;USA;35109,1;3,01%;-4,39%;-0,29%;23,59%;1,52;3,31;-8,28%;30,39%;119,5;-3,01%;1646193;22.11.2011
5648;SPGH;UBS E-TRACS S&P 500 Gold Hedged Idx ETN;Financial;Exchange Traded Fund;USA;0;0;-11,22%;-2,33%;12,67%;0;4,51;-47,10%;24,47%;42,32;-6,08%;5400;22.11.2011
5649;SPH;Suburban Propane Partners LP;Utilities;Gas Utilities;USA;1683,51;7,17%;0,66%;1,00%;-9,48%;0,42;0,78;-14,47%;20,20%;47,53;-0,08%;66615;22.11.2011
5650;SPHB;PowerShares S&P 500 High Beta;Financial;Exchange Traded Fund;USA;0;1,28%;-6,29%;-2,58%;-24,43%;0;0,96;-38,32%;22,56%;18,19;-2,37%;51212;22.11.2011
5651;SPIL;Siliconware Precision Industries Co. Ltd.;Technology;Semiconductor Equipment & Materials;Taiwan;2729,92;6,36%;-8,18%;-14,45%;-22,34%;1,16;0,16;-36,46%;11,73%;4,38;-1,57%;942362;22.11.2011
5652;SPIR;Spire Corp.;Technology;Semiconductor - Broad Line;USA;6,86;0;-30,51%;-39,71%;-84,26%;1,15;0,16;-86,77%;10,81%;0,82;10,81%;23766;22.11.2011
5653;SPLS;Staples, Inc.;Services;Specialty Retail, Other;USA;9791,88;2,86%;-8,91%;-5,98%;-37,36%;0,87;0,54;-39,94%;18,10%;14;-0,71%;9690592;22.11.2011
5654;SPLV;PowerShares S&P 500 Low Volatility;Financial;Exchange Traded Fund;USA;0;3,51%;-2,52%;-2,60%;-0,20%;0;0,4;-33,00%;13,34%;24,36;-1,26%;854945;22.11.2011
5655;SPMD;SuperMedia Inc.;Services;Business Services;USA;32,22;0;-2,80%;39,60%;-76,12%;0;0,22;-83,53%;79,31%;2,08;-11,86%;80159;22.11.2011
5656;SPN;Superior Energy Services, Inc.;Basic Materials;Oil & Gas Equipment & Services;USA;2167,4;0;-8,40%;2,92%;-22,43%;1,64;1,67;-36,69%;22,31%;27,14;-4,97%;2371097;22.11.2011
5657;SPNC;The Spectranetics Corporation;Healthcare;Medical Appliances & Equipment;USA;245,19;0;-2,93%;0,41%;41,09%;1,56;0,34;-12,39%;76,70%;7,28;-5,94%;138639;22.11.2011
5658;SPNS;Sapiens International Corp. NV;Technology;Technical & System Software;Israel;83,83;0;-2,56%;22,58%;65,22%;1,22;0,21;-19,83%;68,14%;3,8;-0,26%;4700;22.11.2011
5659;SPOR;Sport-Haley Inc.;Consumer Goods;Textile - Apparel Clothing;USA;1,64;0;20,00%;-4,00%;16,13%;1,12;0,03;-31,43%;60,00%;0,72;0,00%;0;22.11.2011
5660;SPP;Sappi Limited;Consumer Goods;Paper & Paper Products;South Africa;1477,08;0;-1,43%;-3,85%;-46,60%;1,86;0,13;-50,27%;5,77%;2,75;2,61%;5789;22.11.2011
5661;SPPI;Spectrum Pharmaceuticals, Inc.;Healthcare;Biotechnology;USA;737,72;0;2,80%;42,94%;87,05%;1,59;0,56;-0,23%;190,72%;12,85;5,59%;2352456;22.11.2011
5662;SPPR;Supertel Hospitality, Inc.;Financial;REIT - Hotel/Motel;USA;19,56;0;6,25%;21,43%;-46,20%;1,56;0,08;-55,26%;41,67%;0,85;18,06%;102734;22.11.2011
5663;SPR;Spirit AeroSystems Holdings Inc;Industrial Goods;Aerospace/Defense Products & Services;USA;2685,39;0;-4,67%;15,69%;-9,66%;1,35;0,72;-29,03%;31,74%;18,8;-1,78%;1311849;22.11.2011
5664;SPRD;Spreadtrum Communications Inc.;Technology;Semiconductor - Broad Line;China;1122,19;0,85%;-17,10%;3,28%;29,45%;1,85;1,76;-21,11%;176,87%;23,65;-13,08%;4308605;22.11.2011
5665;SPRO;SmartPros Ltd.;Services;Education & Training Services;USA;9,24;2,65%;-3,08%;-7,35%;-19,92%;0,32;0,08;-24,88%;13,86%;1,89;-1,05%;840;22.11.2011
5666;SPRT;Support.com, Inc.;Technology;Internet Software & Services;USA;96,57;0;-7,01%;-3,40%;-69,29%;1,4;0,16;-72,17%;10,56%;1,99;-4,33%;214379;22.11.2011
5667;SPSC;SPS Commerce, Inc.;Services;Business Services;USA;271,58;0;2,46%;19,05%;42,41%;0;0,77;-2,64%;94,13%;22,5;-0,84%;42858;22.11.2011
5668;SPTN;Spartan Stores Inc.;Services;Food Wholesale;USA;391,36;1,52%;-1,89%;0,77%;2,09%;0,42;0,65;-19,58%;23,69%;17,12;-1,67%;63909;22.11.2011
5669;SPU;SkyPeople Fruit Juice, Inc.;Consumer Goods;Beverages - Soft Drinks;China;51,89;0;1,00%;-2,88%;-56,56%;-0,04;0,19;-62,38%;26,25%;2,02;4,66%;37392;22.11.2011
5670;SPW;SPX Corporation;Industrial Goods;Diversified Machinery;USA;2977,53;1,71%;-1,14%;10,55%;-17,43%;1,5;2,55;-32,47%;43,53%;58,36;-1,85%;887203;22.11.2011
5671;SPWRA;SunPower Corporation;Technology;Semiconductor - Specialized;USA;730,31;0;-14,64%;-22,61%;-43,18%;2,17;0,71;-68,79%;10,45%;7,29;0,00%;0;22.11.2011
5672;SPXU;ProShares UltraPro Short S&P500;Financial;Exchange Traded Fund;USA;0;0;14,90%;6,75%;-16,95%;0;0,92;-36,03%;23,15%;16,12;5,70%;19570784;22.11.2011
5673;SPY;SPDR S&P 500;Financial;Exchange Traded Fund;USA;86650,12;2,05%;-4,62%;-3,48%;-3,46%;0,99;2,63;-11,88%;11,39%;119,66;-1,90%;227557584;22.11.2011
5674;SPYG;SPDR S&P 500 Growth ETF;Financial;Exchange Traded Fund;USA;199,05;1,40%;-4,59%;-2,98%;-0,16%;0,98;1,1;-9,51%;10,79%;56,07;-1,87%;40654;22.11.2011
5675;SPYV;SPDR S&P 500 Value ETF;Financial;Exchange Traded Fund;USA;151,13;2,41%;-4,35%;-3,48%;-6,93%;0,98;1,15;-15,37%;11,30%;59,27;-2,19%;5093;22.11.2011
5676;SQI;SciQuest, Inc.;Technology;Internet Software & Services;USA;330,25;0;-3,43%;10,43%;14,76%;0;0,86;-19,08%;31,54%;14,93;-1,39%;102175;22.11.2011
5677;SQM;Chemical & Mining Co. of Chile Inc.;Basic Materials;Chemicals - Major Diversified;Chile;14699,72;1,29%;-4,45%;-1,17%;16,82%;0,74;1,6;-8,19%;29,88%;55,85;-1,24%;729028;22.11.2011
5678;SQNM;Sequenom Inc.;Healthcare;Biotechnology;USA;400,34;0;-4,95%;-16,91%;-49,81%;0,25;0,29;-53,73%;0,75%;4,03;-3,36%;2832651;22.11.2011
5679;SQNS;Sequans Communications S.A.;Technology;Semiconductor - Integrated Circuits;France;163,28;0;-4,83%;-13,05%;-43,35%;0;0,4;-75,74%;16,79%;4,73;-4,83%;156828;22.11.2011
5680;SQQQ;ProShares UltraPro Short QQQ;Financial;Exchange Traded Fund;USA;0;0;17,28%;12,45%;-28,16%;0;1,25;-39,31%;25,56%;22,4;5,61%;3683526;22.11.2011
5681;SR;The Standard Register Company;Consumer Goods;Office Supplies;USA;72,43;8,03%;2,47%;-5,68%;-23,38%;1,45;0,12;-31,13%;10,18%;2,49;2,47%;48207;22.11.2011
5682;SRCE;1st Source Corporation;Financial;Regional - Midwest Banks;USA;572,32;2,71%;0,30%;-0,63%;20,37%;0,61;0,96;-8,65%;35,31%;23,64;-3,15%;20473;22.11.2011
5683;SRCL;Stericycle, Inc.;Industrial Goods;Waste Management;USA;6532,19;0;-2,20%;-8,67%;-5,15%;0,3;2,02;-19,81%;7,84%;76,75;-1,44%;516125;22.11.2011
5684;SRDX;SurModics Inc.;Healthcare;Diagnostic Substances;USA;206,91;0;-2,40%;18,57%;-0,51%;1,04;0,49;-23,81%;35,28%;11,81;-1,42%;49890;22.11.2011
5685;SRE;Sempra Energy;Utilities;Gas Utilities;USA;12487,43;3,69%;-2,25%;-4,51%;2,02%;0,53;1,03;-6,32%;17,39%;52,07;-2,09%;913215;22.11.2011
5686;SREV;ServiceSource Corporation;Technology;Information Technology Services;USA;954,37;0;-7,37%;10,25%;10,34%;0;0,83;-43,05%;19,04%;13,44;-5,62%;762093;22.11.2011
5687;SRI;Stoneridge Inc.;Consumer Goods;Auto Parts;USA;173,69;0;-11,13%;-2,72%;-57,00%;2,57;0,47;-60,57%;49,89%;6,79;-5,69%;144990;22.11.2011
5688;SRLS;SeraCare Life Sciences, Inc.;Healthcare;Drugs - Generic;USA;54,43;0;1,81%;-1,75%;-40,84%;1,53;0,18;-43,46%;8,91%;2,81;-4,75%;18356;22.11.2011
5689;SRS;ProShares UltraShort Real Estate;Financial;Exchange Traded Fund;USA;0;0;7,54%;1,20%;-19,29%;0;2,16;-30,12%;17,50%;43,92;5,02%;745775;22.11.2011
5690;SRSL;SRS Labs Inc.;Technology;Semiconductor Equipment & Materials;USA;82,87;0;-0,53%;-18,86%;-35,53%;0,78;0,28;-48,69%;4,60%;5,68;-1,56%;87259;22.11.2011
5691;SRT;StarTek, Inc.;Services;Staffing & Outsourcing Services;USA;37,69;0;-7,49%;-0,80%;-51,28%;1,73;0,14;-58,83%;6,93%;2,47;-2,37%;3600;22.11.2011
5692;SRTY;ProShares UltraPro Short Russell2000;Financial;Exchange Traded Fund;USA;0;0;12,65%;-4,62%;-26,53%;0;1,39;-49,70%;25,52%;16,92;7,43%;2536487;22.11.2011
